,publisedAt,username,commentDisplay
659,2025-11-14T02:38:58Z,@ramdaniramdan-z1d,"Lebih baiknya nonton channelnya bang benny,sudah di jelasin secara terperinci."
660,2025-11-14T02:38:44Z,@T3903H-c3g,cuma pengalihan isu wuss...gak mungkin bkl terealitakan..!😊
661,2025-11-14T02:38:41Z,@nicowidjaja2538,Manfaatnya tidak membuat keadaan sekarang menjadi lebih baik. Lakukan aksi yg bisa langsung bermanfaat untuk menyelamatkan ekonomi.
662,2025-11-14T02:32:45Z,@rayhanharashta7261,Inituh secara ga langsung program yg di buat untuk membasmi koruptor lama dan mempersulit calon koruptor baru untuk melakukan praktek korup. Gw yakin bgt dan kerasa bgt di era kepemimpinan skrng bener2 ngebuka pelan2 jalan melawan kejahatan politik walaupun gaakan bisa 100% hilang dan bersih tp setidaknya mengurangi keboborkan dan bersih2 gitu loh. Ada yg ngerasa gitu jg ga si
663,2025-11-15T06:53:28Z,@isnandarnuralifahisnandar582,Contoh rakyat cerdas❤
664,2025-11-17T00:35:48Z,@icannn2607,"bener, gw juga ngerasa pemerintah sedang pelan pelan membasmi koruptor dan membangun kembali kepercayaan publik, semoga semua berjalan dengan lancar dan di timeline yang tepat agar tidak blunder"
665,2025-11-17T05:36:20Z,@Herli-sm3yx,Sependapat kita...<br>Saya yakin banget<br>Indonesi akan lebih maju.
666,2025-11-17T08:30:16Z,@kudupiye8282,"ngga ngaruh doang pelakunya para elit penguasa itu sendiri,lu lihat aja brazil sama argentina berkali2 redominasi tapi korupsi lestari saja"
667,2025-11-18T08:05:29Z,@divand.s,"ya bener banget, tinggal waktu yang membuka segala kasus korupsi"
668,2025-11-14T02:21:35Z,@rbtsandi7735,Kalo bisa pake huruf k...<br>1000 jdi 1k<br>10.000 jdi 10k dst..<br>Setelah 1 atau 2 priode presiden dan rakyat sdh terbiasa..br huruf K nya di hilangkan..
669,2025-11-14T02:16:34Z,@FarhanNudin-f7n,Semoga lancar...
670,2025-11-14T01:55:59Z,@SaidZaenudin,Bang Reymond cocok banget jd Mentri ekonomi Indonesia
671,2025-11-14T01:46:58Z,@belajarterusterusan,"Memang perlu di kasih tau, kalo REDENOMINASI BUKAN SANERING."
672,2025-11-14T01:55:12Z,@belajarterusterusan,"Sementara itu, sanering adalah kebijakan pemotongan nilai uang yang dilakukan pemerintah untuk mengurangi jumlah uang beredar akibat inflasi yang sangat tinggi atau hiperinflasi. <br><br>Sekarang gk tau, cari di google, gk susah kok, cuma di ketik, keluar pengertian. <br><br>Bagus kalo di lakukan 2030. Karena orang kelahiran 2004 umurnya sudah 26 tahun. Anak anak 2004 itu rata rata udh terpapar teknologi dari kecil. Jadi gk kekurangan informasi."
673,2025-11-14T02:01:52Z,@belajarterusterusan,"Atau redenominasi pas 2045, ulangtahun ke 100 tahun. Pas anak muda jumlah nya cukup banyak."
674,2025-11-14T02:04:49Z,@belajarterusterusan,"Pas tahun 1965, Indonesia masih terlalu muda untuk melakukan redenominasi. Merdeka aja tahun 1945, umur negara masih 20 tahun,  kala itu."
675,2025-11-14T01:31:14Z,@Naharaa14,Indonesia berhasil sosialisasi QRIS. Bahkan sampai pedagang kaki lima skarang udah pakai QRIS semua. Semoga Indonesia berhasil sosialisasi Redenominasi 😊
676,2025-11-14T01:23:59Z,@ArnoldAiling18,Itu masalh beradabtasi jja
677,2025-11-14T01:20:06Z,@iwan1755,"tahun 1965, tahun itu denominasi adalah sanering, pemotongan uang, pemotongan nilai uang kenapa? Karena Negara perlu uang dg cara wkt itu  banyak mencetak uang. Sehingga harga kerupuk waktu itu Rp.1, - senilai 1000.sangat mahal. <br>Kalau sekarang Denominasi nilai uang tdk berkurang jauh berbeda dg Sanering tahun 1965"
678,2025-11-14T01:14:28Z,@kamwan3185,"salam sejahtera...bagai saya ini sangat bagus kenapa harus negetif, belajar dari yang gagal jadikan ia success 1) ia selari dengan ekonomi dunia USA dan EU , singapore, malaysia .1 tukar 1 lebih senang dikira. 2)  sesiapa yang simpan duit cash yang didapati secara salah dapat dikesan. 3)bertukar dari system cash kepada digital ,pemerintah boleh melihat cara perbelanjaan rakyat kemana dan untuk apa. 4)inflasi lebih terkawal kerana nilai perbelanjaan menjadi 1 5) pihak antarabangsa lebih percaya kerana 1 dan 1 bukan orang lain 1 kita terpaksa sediakan 1000 seperti tiada maruah dalam kewangan."
679,2025-11-14T00:59:59Z,@agharever8952,"Mudah2an proses redenominasi rupiah ini bakal cepat terealisasi,dan uang para koruptor bisa cepat2 di tukar,so,akan kelihatan uang korupsi akan keluar,mau tidak mau akan di tukar dong,so saya sangat setuju sama BENNIX apalagi soal turun harga barang....nice pak purbaya"
680,2025-11-14T00:54:37Z,@MochAgusmauludin,Redenominasi ada bagus nya supaya uang koruptor pada muncul dan lebih mudah di lacak
681,2025-11-14T00:53:36Z,@sainalarifin4943,"Intinya sosialisasi mndlm ke msyrkt terutama msyrkt bwh dan penjagan hrg brng,"
682,2025-11-14T00:48:12Z,@MuhammadFajri-k6f,"Saya pribadi tidak yakin redenominasi ini akan berhasil, karena SDM masih rendah, kalau di terapkan dimasyarakat umum bisa gagal paham bisa amburadul ekonomi masyarakat, apalagi pemerintah sekarang susah dipercaya, ngibul semua 🤦"
683,2025-11-14T00:48:02Z,@suwarmidemira8733,"Biar ga ada koma, apa ga baiknya redenominasi nya dua angka nol (100) aja? (usul dg penuh ketidak punya ilmu an 😂)"
684,2025-11-14T00:45:31Z,@iwandaud9078,"KELANGGKAAN UANG 20 rb, 10 rb, 5rb, akan terjadi...!!!, dipaksa transaksi dengan Q&#39;ris...!!!"
685,2025-11-14T00:44:48Z,@arisardan9183,masalah terbesar di indonesia sosialisasi sampai plosok2 apalagi pakai bahasa asing kaya &quot;redenominasi&quot;.... opo kuwi?<br>sebab pejabat2 daerah2  kalau udah pejabat malas2an kerja bahkan korupsi
686,2025-11-14T00:40:38Z,@Kelarmakan03,Mau nuker duit aja bayar wkwkwk
687,2025-11-14T00:38:09Z,@MrShaukang,"menurutku boleh saja..asalkan mata uang fisik yg beredar di masyarakat nilai terkecilnya adalah 1 rupiah..<br>bukankah dlm prakteknya di kehidupan sehari hari saat ini kita membeli barang hampir selalu bulat 1000 walau masih ada uang 200 dan 500 rupiah beredar ? tapi dlm kenyataannya sangat jarang di jumpai mis. 1,500 atau 2,500 ? contoh cemilan anak kecil saja hrgnya 1000 atau 2000...jd kalo redenominasi nanti akan jadi 1 atau 2 rupiah untuk hrg sebuah kerupuk 1 bungkus.."
688,2025-11-14T00:36:56Z,@hendrahuby9862,Tanpa sadar sebenarnya kita udah Redominasi contohnya di Cafe atau Restoran Nasi Goreng yg Harganya Rp 50.000 di tulis 50k di Menu😌
689,2025-11-15T01:09:19Z,@da_yanti.f.6363,Wkwkwkwk
690,2025-11-15T02:17:25Z,@Ujick46,"Itu bukan redenominasi, cuma ganti penyebutan"
691,2025-11-15T03:16:57Z,@alfianibrahim7870,"​@Ujick46ya kan memang ganti penyebutan, cuma skalanya 1 dunia gk cuma di kafe"
692,2025-11-15T03:22:23Z,@Ujick46,"​@alfianibrahim7870 ya ganti penyebutan, bukan redenominasi"
693,2025-11-15T03:37:52Z,@pepperronnie8386,Redenominasi mas...
694,2025-11-14T00:26:13Z,@J13ro,"DENGAN SOSIALISASI YANG BAIK DAN MASIF SERTA DIGITALISASI PEMBAYARAN, PROYEK INI AKAN SUKSES."
695,2025-11-14T00:24:33Z,@jonathanwarongan8689,Klo benar2 terjadi hal utama yg harus dilakukan selain sosialisasi BI dan setiap pelaku usaha semua bidang  terlebih pasar tradisional dan moderen wajib memajang banner besar setiap sudut pasar bahwa uang nilainya tidak berkurang tapi sama karena dalam tahap redenominasi 2 jenis mata uang akan tetap berlaku sampai batas waktu tertentu sebelum ditarik seutunya oleh BI.
696,2025-11-14T00:23:18Z,@sheviailfam7639,Yang gen z gen z bantu kasih edukasi gen boomer sama milenial aja pokoknya wkwk
697,2025-11-14T00:02:06Z,@irwanabadi7075,Redenominasi itu ibarat   harga BBM turun apakah semua barang mau turun sesuai turunnya harga
698,2025-11-13T23:57:27Z,@e.aproject7913,"Bang, sorry, aku sampe skrang masih bertanya2, kelanjutan soal tuntutan rakyat yg kemarin demo gimana ya kabarnya? Trutama perampasan aset, kok skrang kaya hilang gitu aja ya?"
699,2025-11-13T23:57:00Z,@AyuningtyasTyas-n6x,"Saya sangat setuju Redemominasi ini, lanjut pak Purbaya."
700,2025-11-13T23:52:22Z,@erpe03,Koruptor yang masih duduk di dpr yg berisik sih ntar
701,2025-11-13T23:42:30Z,@wednezday2167,"Redenominasi itu mustahil dilakukan oleh Indonesia. <br>Alasannya:<br>1.Jumlah transaksi cash masih lebih banyak daripada transaksi virtual. <br>2.Nilai Rupiah masih terlalu rendah untuk menghadapi fluktuasi nominal. <br>3.Ekonomi Indonesia masih carut marut sistemnya masih tradisional. <br>4.tidak ada jaminan keamanan yang absolut(pengawasan distribusi uang masih longgar, contoh: Tempat tuker duit pinggir jalan menjelang lebaran) . <br>5.kurangnya kemampuan masyarakat untuk beradaptasi (tingkat pendidikan rendah) <br><br>Indonesia memiliki penduduk ±250 juta jiwa uang kertas yang beredar itu ±1.000 triliun lembar. Ini butuh waktu 5-10 tahun. <br>Mengingat ini adalah proyek yang memakan waktu resikonya terlalu besar. <br>1.Peredaran uang palsu, karena pemerintah fokus pada menyaring uang lama dan menerbitkan uang baru yang begitu banyak resiko uang palsu beredar semakin besar. <br><br>2.Celah untuk praktik cuci uang besar-besaran, denominasi bisa digunakan oleh beberapa oknum untuk menyuntikan sejumlah besar uang kotor ke rekening resmi. Mereka akan memasamg alibi &quot;berpartisipasi dalam revolusi keuangan&quot;<br><br>3.Panic Spending, karena rendahnya literasi dan pendidikan orang Indonesia ditakutkan masyarakat akan panik mengira sebentar lagi uang lama mereka tidak dapat digunakan akhirnya melakukan panic buying yang merusak pondasi ekonomi keluarganya ini bisa mengakibatkan menurun daya beli dalam beberapa tahun. <br><br>4.Rupiah Anjlok. posisi rupiah sekarang masih terlalu lemah untuk denominasi, kalau ingin denominasi seharusnya Indonesia mendorong harga rupiahnya setidaknya jadi tertinggi di ASEAN, ini bertujuan agar klien dan investor luar negeri tidak merasa sedang ditekan oleh ketidakpastian pasar dan nilai tukar. <br><br>5.Resiko Transaksi Virtual Gagal, transaksi virtual itu program kompleks yang membaca banyak data keluar masuk setiap detik. Mengingat Indonesia yang cukup tertinggal dalam hal Teknologi dan informatika di khawatirkan terjadi crash antara nominasi lama dan baru, akibatnya saldo seseorang bisa bertambah drastis atau berkurang drastis. <br><br>Denominasi ini bukan perkara mudah, terutama untuk negara berkembang. Ini beresiko tinggi, sedikit kesalahan ekonomi bisa runtuh. Menurut saya perbaiki dulu perekonomian, dorong harga rupiah keatas, dan evaluasi lagi sistem elektronik dan teknis perbankan.<br>Edit: ini saya tambahkan syarat agar denominasi bisa berjalan lancar.<br><br>1.Nilai Rupiah harus yang tertinggi di ASEAN, tujuannya untuk menjaga nilai tukar(bisakah purbaya melakukan ini dalam 5-10 tahun?) <br><br>2.Pemerintah harus mematikan secara total seluruh jalur transaksi virtual, tujuannya untuk merubah margin base agar sesuai dengan nominal baru( mustahil, ini sama saja membunuh perekonomian secara frontal) <br><br>3.Memerintahkan SELURUH  masyrakat untuk merubah uang fiskal mereka menjadi uang virtual atau aset liquid secara bertahap, tujuannya menghindari panic buying dan menjaga kepercayaan terhadap rupiah( bisakah purbaya melakukan ini dalam 1-2 tahun sebelum proyek dimulai?) <br><br>4.Transparansi proses dan kejujuran, tujuannya agar tidak ada oknum yang menyelipkan uang kotor ataupun menyelewengkan saldo saat proyek berlangsung ( Apakah pemerintah Indonesia sejujur itu?) <br><br>5.Mengendalikan Proses Jual Beli secara intensif, tujuannya agar tidak terjadi pembulatan keatas. Misal kalau harga beras 3.82 dengan sistem tradisional itu akan dibulatkan keatas menjadi 3.90 atau  bahkan 400, ini sama saja menambah biaya pengeluaran sedangkan pendapatan masih sama( bisakah pemerintah mengawasi setiap transaksi di pasar, toko ,warung secara real-time?) <br><br>Kalau mau Denominasi lakukan 5 hal itu. kalau satu aja terlewat, mengingat jumlah hutang luar negeri yang besar siap-siap Hyperinflasi seperti tahun 65. Tidak, mungkin lebih parah. karena Indonesia juga sedang terancam gagal bayar."
702,2025-11-13T23:45:53Z,@wednezday2167,"Produksi Rupiah emang dibayar pake rupiah, tapi masih melibatkan valuta asing dalam bentuk dollar. Itu bakal bikin inflasi melonjak. <br>Mangkas angka 0 gak memperbaiki apapun, kalau males ngitung suruh aja Purbaya masuk TK lagi, gausah jadi menteri. Masyarakat Indonesia ini gampang ke framing gimmick sosial media, kalau Purbaya bilang potong kepala kalian pasti mereka langsung potong. Itu bukti rendahnya pengetahuan Rakyat Indonesia tentang ekonomi. <br>Gak ada fungsinya redenominasi ini, malah bikin inflasi yang ada."
703,2025-11-13T23:32:23Z,@pen7503,Utk permulaan agak susah tapi bila terbiasa.. Sistem akan menjadi rutin pada masyarakat..
704,2025-11-13T23:28:20Z,@francomedyejaya976,"Aturan yg g penting,dan g bermanfaat,harus nya pikirin tu utang negara nya."
705,2025-11-13T23:26:07Z,@XDTale,"Agak kritis sih. Soalnya kita tau sendiri SDM kita bagaimana. Tapi semoga itu hanya was was ku aja.<br><br> Dan rakyat indo bisa lebih melihat hal ini adalah langkah bagus, apalagi bisa sedikit membebaskan kita dari korupsi tolol."
706,2025-11-13T23:23:27Z,@AsepMulya-n7n,Mungkinkah redenominasi demi gengsi ? Lalu apa urgensinya ? Sekarang cari uang lebih susah dari pada dijaman covid 19 Bos.
707,2025-11-13T23:22:33Z,@silver_sour,"butuh kerjasama berat dari banyak pihak yang semoga aja jujur, biar koruptornya ke expos tapi bukan lgsung lepas doang"
708,2025-11-13T23:10:08Z,@SupriadiSupriadi-w1w3w,"Apakah redominasi bisa menguatkan mata uang rupiah terhadap mata uang asing, terutama dollar"
709,2025-11-13T23:07:21Z,@ngopipagi-ff4ux,"gw yg adl org awam ttg ekonomi melihat fenomena ini jd gatal ingin berkomentar : Hrsnya pemerintah fokus gmn caranya menguatkan rupiah contohnya dulu dr 16 rib mjd 6 ribu spt yg dilakukan almarhum eyang habibie. dgn menguatnya rupiah thp dollar lbh berdampak pd masyarakat karena otomatis harga2 kebutuhan mjd lbh murah. bknnya menghilangkan nol ...ibaratnya spt ilusi optik utk memanipulasi cara pandang masyarakat, toh jg posisi rupiah terhadp dollar msh sama.....disaat 1 dollarnya setara 20 ribu, dijadikan 20 perak. persepsi masyarakt menganggap nominal itu kecil. Padhal sbnrnya gaji 2 juta mjd 2000  ...kejamnya lg metode spt ini ada agenda tersembunyi yaitu utk memaksa rakyat menghasilkan 1000x dr biasanya utk bs survive ....kebijakan utk menutupi kegagalan pemerintah dlm menguatkan rupiah."
710,2025-11-13T22:57:59Z,@Tlpendi,"Usul seperti di Turki, nama mata uang yg baru direvisi jadi misalnya Rupiah Bersatu. Jadi masyarakat bisa melihat ada perubahan. Nama lama tetap beredar dulu bbrp tahun supaya masyarakat masih bisa pakai utk transaksi dan bisa sekalian menukar uang lama nya."
711,2025-11-13T22:49:03Z,@IchsanNurhidayat-k6l,Judulnya apa...<br>Kyk udh lahir aja...<br>Kocak lu...
712,2025-11-13T22:44:44Z,@slamet0541,Biasanya ekonomi pro koruptor akan pro anti redominasi
713,2025-11-13T22:30:50Z,@muhammadkusnantoamd.kom.3284,"lu gak bahas yang nyimpen duit bentuk cash banyak yg gak tahu sumbernya dari mana harus ditukarin ke bank karna bakal gak laku, effort tim IT sih ketika reset ada oknum netapin nominal nol 3 gak dikurangin, jd kelihatan kaya"
714,2025-11-13T22:23:17Z,@ahmadamirudin5871,"buat harga saham yg rp 50 ntar gimana ya<br><br>jadi  rp 0,05"
715,2025-11-13T22:21:42Z,@KadekSuardika-e3w,Lalu sistem koin bagaimana
716,2025-11-13T22:00:52Z,@Xenia2008-y7n,"Yang jelas uang korupsi yang dusimpan akan keluar dan akan di belanjakan ,, gakakan nunggu pemilu uang akan keluar untuk serangan fajarr"
717,2025-11-13T21:52:39Z,@NgaqChannel,Coba lebih enak 1 = 10.000 <br>2= 20.000<br>10=100.000
718,2025-11-13T21:27:54Z,@MoyMoy-xm9ip,Rakayat setuju  uang di ganti uangnya pak pur degarkan suara rakyat kami  rakyat tdk percya lagi dgn DPR
719,2025-11-13T20:55:25Z,@kumiscetar5216,kalo aku sih yes ga tau kalo mas dhani
720,2025-11-13T20:44:56Z,@dindadinda6075,"Dan satu lagi saran bang <br>Nilainya. Dari <br>cent:<br>10,20,50 cent setara dengan Rp 100,200,500.<br>Satuan Rupiah:<br>1,2,5, setara dengan Rp 1.000, 2.000, 5.000<br>Puluhan Rupiah:<br>10,20,50 dan 100 setara dengan Rp.10.000, 20.000, 50.000, dan 100.000,- <br>Di cukupkan sampai disitu nilai uangnya....mungkin begini cara yg benar untuk orang awam seperti saya dan yg lain bang mohon di buat edukasinya bang<br>🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻"
721,2025-11-13T20:30:33Z,@dindadinda6075,Saya yakin klo ngk ada centnya pasti akan terjadi invlasi bang pedagang akan menggenapkan harga barangnya semisal rp.10.500 tdi akan di genapkan JD 11.000 karna tidak ada centnya
722,2025-11-13T20:27:52Z,@dindadinda6075,Ijin ngasih masukan bang tambahkan nilai cent bang seperti Malaysia....jadi jika harga barang misal kan Rp.10.500 bisa jadi Rp.10.50 cent bang jadi harus ada uang koinnya bang dan tidak akan terjadi kenaikan harga barang
723,2025-11-13T20:27:12Z,@dindadinda6075,Ijin ngasih masukan bang tambahkan nilai cent bang seperti Malaysia....jadi jika harga barang misal kan Rp.10.500 bisa jadi Rp.10.50 cent bang jadi harus ada uang koinnya bang dan tidak akan terjadi kenaikan harga barang
724,2025-11-13T20:14:14Z,@MrbennWaruwu,Kayaknya harus bikin kelas...deh. Biar paham...
725,2025-11-13T19:49:25Z,@endahsutjiati7417,Setuju aja dengan ide pak Purbaya. Biar mata uang kita terlihat keren di mata dunia.
726,2025-11-13T18:34:12Z,@Daven-ck2eo,Buzer lu dibayar brpa ama koruptor
727,2025-11-13T17:47:57Z,@NoWBrian,buzzer purbaya banyakk tujuannya pemilu 2029<br>orang indo kan bodoh2 gampang lupa... dan jgn lupa pemerintahan yg buruk apapun yg dibuat tetap akan buruk
728,2025-11-13T17:47:35Z,@semuaAdakuy,"Tim jual beli mana nih yang udah lama pake cara jual beli redemonisasi ini hayohh enak ko ,, kaya 5k 10k 100k yakan sama ajh kan"
729,2025-11-13T17:54:15Z,@semuaAdakuy,Bahkan ada yang lebih bar bar kaya c1 b1 a1 hiji kang jual beli d fb pasti udah ga asing 😂 bhkan seruu
730,2025-11-13T17:38:49Z,@ToolsTimeTales,"Saya pribadi sangat setuju dengan rencana redenominasi rupiah, meskipun dulu pernah mengalami kegagalan. Pada masa itu, penyebab utamanya karena pengetahuan masyarakat belum merata, banyak yang belum memahami perubahan nilai angka terhadap rupiah.<br><br>Namun untuk sekarang, saya yakin redenominasi akan berhasil, masyarakat indonesia cepat sangat paham akan perubahan tersebut karna adanya media sosial.<br><br>Hanya saja, yang menjadi pertanyaan saya sekarang: kapan pelaksanaannya akan dilakukan?"
731,2025-11-13T17:35:20Z,@MawaddahkusumaDewi-m8v,"Rencana redominasi itu 2012 atau sebelumnya.... Cmn blm terealisasi dr gw kuliah, tp sebenernya harusnya inflasinya aja yang di tekan bukan redominasi"
732,2025-11-13T17:12:09Z,@savagemasters,Sistem begini negara2 maju banyak yg menjerit..wow harga secangkir kopi katanya 15 pounds mahal banget ...wow. ntar di indo pun gitu secangkir kopi 25 perak wow mahaal banget
733,2025-11-13T16:58:08Z,@raynmallwijayanorsal,Bagusan klo ad yg korupsi 1 terluan jngn banyak 1jt  RB  tetap aja 1 terliun biar mereka TDK sok
734,2025-11-13T16:57:03Z,@raynmallwijayanorsal,Jdi yg korupsi banyak anaknya dikit bhgialah mreka🤣
735,2025-11-13T16:52:54Z,@hii.dlwlrma,mending lu diem bang
736,2025-11-13T16:33:28Z,@KevinSturgesSirait,Berarti akan ada kemungkinan membuat uang sen  kah? atau masih tetap pakai uang perak yg masih beredar?
737,2025-11-13T16:27:46Z,@PutraAndi-i7l,Makin bertambah inflasi
738,2025-11-13T16:26:59Z,@jmfajarisnaini6305,"Penjelasan yang mantap.😊. Apalagi kalau gaji dan upah tdk diredenominasi 😊. Kalau ada Uang redenominasi (uang baru yg dikurangi nol nya), berarti harus ada uang cen, untuk kembalian belanja di uang kartal..yg cash beredar..ya kan?😮"
739,2025-11-13T16:13:10Z,@paulhutapea498,ide konyol dan kelihatan kebijakan bukan untuk solusi… orang mabuk kegagalan karena kurang sosialisasi..
740,2025-11-13T16:12:36Z,@RakaKhalidAlGhifari,KLO mie Indomie soto 3500 nnti di jual brpa...😮 Saus sambal terasi 1500 NNTI di jual brpa.soklin Liquit 500 NNTI di jual brpa .😮😮😮
741,2025-11-13T16:22:15Z,@RakaKhalidAlGhifari,"Indomie NNTI jadi 3,5"
742,2025-11-13T16:10:35Z,@Iman.nurlatif.23Latif,Sekarang .itu udah cerdas <br>Orang&quot; Jawa timur <br>Sekarang bilang 1 juta <br>Itu seribu.<br>Jadi .udah .ngga bkln bingung.<br>Yg penting.uang sama .tinggal .<br>Buang noll
743,2025-11-13T16:05:55Z,@DwiOktaviani-v8v,dulu aki saya kena pemotongan lumayan banyak hilangnya baru dah redenominasi
744,2025-11-13T16:05:32Z,@atikkurniawan2572,"Yang paling gampang ya pakai 2 mata uang, rupiah baru.. gak bakal bingung dalam sosialisasi dan sisi akuntansi. Gitu aja, mudah, cepat, dan pasti berhasil."
745,2025-11-13T16:03:49Z,@suganda507,sipa bilang 1965 gagal...    saya yg udah ngalamin di jaman itu....     jaman itu 1 ringgit  1/2rupiah..😂😂    1 dollar cman 5 rupiah ...    ga sampe ribu2😂😂    mata uang tertinggi 100 rupiah
746,2025-11-13T15:48:20Z,@adnan8745,Kenapa gak di samakan kayak dolar us biar negara jiran iri😅
747,2025-11-13T15:45:23Z,@qwertysasa3768,Seibu x seribu =1000👍👍
748,2025-11-13T15:17:27Z,@arisvanjava,"Tertesar tujuan sebenrnya apa. Saya pribadi pengen ada kebanggan terhadap rupiah. Dengan nol nya kebanyakan, bagi org asing rupiah kurang di hargai."
749,2025-11-13T14:58:06Z,@Rahmita-o5u,75000 aja MACET 😂
750,2025-11-13T14:46:55Z,@Ore3m4ster,"Saya ga setuju, takutnya banyak orang yg susah buat adaptasi sama kebijakan ini dan ditambah lagi kita harus siapin uang dengan pecahan lebih kecil kaya sen, takutnya harga ngebuat koin (nambang logam, mengolah, percetakan, dll) ini jauh lebih mahal dari value sennya itu sendiri."
751,2025-11-13T14:46:42Z,@Muhammadsalam-r7g,Cara slah satunya jngn ubah fisik wrna uang. Cuman di ubah angka saja. Biar orng awam tidak keliru.  <br>Dn meyakinkan orng awam bhwa tidak ada yg berubah dari mata jual beli. Hnya tukar nama sja.
752,2025-11-13T14:43:24Z,@matanpancing,"Di 1965 mau didenominasi mereka(barat) membikin agenda gestapu,sekarang mudah-mudahan jadi."
753,2025-11-13T14:19:51Z,@kokokomarudin4536,"Setuju dengan redenominasi, tapi duit gua g usah lah. Biar kata gua"
754,2025-11-13T14:11:13Z,@IvyIvi-sou1,Kaum Z
755,2025-11-13T14:02:32Z,@yudhabudiawan7633,1 dolar us 16.000<br>Apakah bs 1 dolar 16....?
756,2025-11-13T15:27:45Z,@hendriefendi2441,"Mikir sih cil biar pinter, mikir dulu baru nanya"
757,2025-11-14T01:31:53Z,@yudhabudiawan7633,​@hendriefendi2441coba km y mikir biar pinter dikit...
758,2025-11-13T13:59:23Z,@BudiSigit-j6v,bang raymond bs dibahas yg dibahas bang bennix ttg redenominasi
759,2025-11-13T13:50:42Z,@andilaalan4277,"Gimana kalau tidak membingungkan ... di berikan tanda &quot;k&quot; <br>Yang 100.000 menjadi 100k, 1.000.000 menjadi 1.000k<br><br>Biar masyarakat lebih mudah membedakan uang baru dan lama"
760,2025-11-13T13:45:42Z,@rhawid.ghanim,bismillah... saya mendukung predenominasi ini sukses
761,2025-11-13T13:41:55Z,@aloisp8280,Kalau dulu namany sannering pengaruh pada nilai uang...kalau redenominasi itu memotong nominal uanh tapi nggak pengaruh pada nilai
762,2025-11-13T13:39:16Z,@wargamobile,"momentum mentri keuangan lagi naik&quot;nya. selain itu di gen Z juga udh biasa pake 1K, 2K, 100K"
763,2025-11-13T13:32:34Z,@VIP4RIZ-MGRP,Kalau Sri Mulyani ga bakal gw dukung redomenasi ini tapi kalo Purbaya boleh lah
764,2025-11-13T13:27:48Z,@NOVA8XD,koruptor bakal ketar ketir nih adanya redenominasi
765,2025-11-13T13:26:03Z,@TejoBaru-z7z,"Timingnya lumayan oke, karena uang sudah byk dalam bentuk digital atau rekening bank dan juga pembayaran sekarang umum pakai QRIS atau transfer . <br>Memang masih byk yang pembayaran pakai cash sih, nah disinilah perlunya sosialisasi dan butuh waktu."
766,2025-11-13T13:01:26Z,@VivoVivo-ty6ec,"benar bagusnya ke koruptor yg simpan uang cash di brangkas akan susah di tukar lagi, tak bagusnya ya terdampak pada ekonomi nilai jual beli akan semangkin tinggi"
767,2025-11-13T12:59:51Z,@henwjw,saya setuju redenominasi soalnya mempermudah penghitungan nilai mata uang kita sendiri. saya sendiri di kalkulator sdh menerapkan seperti ini. jika mengikuti 1jt nol 6 sering membuat kesalahan
768,2025-11-13T12:59:44Z,@wendimt3702,Gass... n klau bisa penukaran cash dibatasi biar penimbun uang haram bingung
769,2025-11-13T12:59:42Z,@Kakimata-z9b,"Cara yg aman ialah cetak sedikit dulu secara perlahan, uang lama dipromosi ditukar dibang  secara massif dan arahan pemerintah"
770,2025-11-13T12:57:14Z,@Kakimata-z9b,Yg saya kwatir uang lama tdk dimusnahkan  waktu kembali kebang terus dibelanja sama karyawan bang secara rahasia apalagi  jika uang lama tetap berlaku  namun jika langsung dimatikan akan banyak uang yg disimpan dirumah ikut mati
771,2025-11-13T12:56:05Z,@Idontwannatiktok,"Knp skrg momen yg tepat<br>1. Udh puluhan tahun di rancang<br>2. Indo udh berkali2 update design uang baru, ini arti nya rakyat udh terbiasa dgn perubahan<br>3. Edukasi ke rakyat udh terbantu dgn sosmed"
772,2025-11-13T12:55:49Z,@travbox_25,Yg nyimpan uang bnyak kalang kabut
773,2025-11-13T12:43:39Z,@rikyrusdianto6738,Jiiahhh liatnya dari tempedotvom wkwkwkw
774,2025-11-13T12:43:32Z,@zwtsch,gak kebayang jika jadi dijalankan dan banyak kasus kelebihan transfer karena masih belum bisa meninggalkan sistem uang lama😅
775,2025-11-13T12:43:02Z,@danudanidandi9218,"Org org kaya pada takut kalo aku dari dulu SDH di takdirkan KERE TDK akan Takut biar koruptor koruptor gulung tikar bola perlu di ganti Sen ,golden,OPO sece rupiah  jangan takut PK Purbaya Gara gara Reformasi ajur ke uangan Negara buat Bancakan pejabat pejabat dan pengusaha SDA kita di buat Bancakan <br>Ganti saja uang paling besar Milyar jangan Trilyun,punya uang Trilyun KLO hasil Rampok SM korupsi buat apa syahkan Rakyat Kere kere menanti pengesahan"
776,2025-11-13T12:34:38Z,@kocakcekakak,"Untuk uang 500 rupiah jadi 0,5 rupiah kah? 😂"
777,2025-11-13T12:31:34Z,@mudirifatmi512,1lagi budaya lempengin/genapin harga umpama harga barang 1700 di genapin jdi 2000 itu harus di hilangkan dari kebiasaan masyarakat. Karna itu tangga utama sebuah negara menuju inflasi yg merusak harga pasar secara suka2 itu secara tidak langsung merusak ekonomi
778,2025-11-13T12:27:15Z,@YanzahM,"Bener si, butuh banget timing"
779,2025-11-13T12:25:48Z,@dedihutagalung9817,"Coba kali ini, pasti berhasil."
