,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
177,2025-11-19T05:33:06Z,@hasanwangsyah8997,Buzzer,Buzzer,buzzer,buzzer,['buzzer'],['buzzer'],buzzer,1,Neutral
178,2025-11-19T05:29:42Z,@mustofakamal8672,Masarakat sekarang udah lebih maju pemikiranya... aman&quot; aja sih.. smoga cepat dieksekusi biar rupiah punya harga diri😅😅,Masarakat sekarang udah lebih maju pemikiranya amanquot aja sih smoga cepat dieksekusi biar rupiah punya harga diri,masarakat sekarang udah lebih maju pemikiranya amanquot aja sih smoga cepat dieksekusi biar rupiah punya harga diri,masarakat sekarang udah lebih maju pemikiranya amanquot aja sih smoga cepat dieksekusi biar rupiah punya harga diri,"['masarakat', 'sekarang', 'udah', 'lebih', 'maju', 'pemikiranya', 'amanquot', 'aja', 'sih', 'smoga', 'cepat', 'dieksekusi', 'biar', 'rupiah', 'punya', 'harga', 'diri']","['masarakat', 'udah', 'maju', 'pemikiranya', 'amanquot', 'aja', 'smoga', 'cepat', 'dieksekusi', 'biar', 'rupiah', 'harga']",masarakat udah maju pemikiranya amanquot aja smoga cepat dieksekusi biar rupiah harga,2,Positive
179,2025-11-19T05:29:03Z,@澤妮LIIM,Harus ada sosialisasi dulu inimah,Harus ada sosialisasi dulu inimah,harus ada sosialisasi dulu inimah,harus ada sosialisasi dulu inimah,"['harus', 'ada', 'sosialisasi', 'dulu', 'inimah']","['sosialisasi', 'inimah']",sosialisasi inimah,2,Positive
180,2025-11-19T05:28:38Z,@ttiow09,"Udah optimis liat video ini, disuruh balik skeptis liat UU KUHAP",Udah optimis liat video ini disuruh balik skeptis liat UU KUHAP,udah optimis liat video ini disuruh balik skeptis liat uu kuhap,udah optimis liat video ini disuruh balik skeptis liat uu kuhap,"['udah', 'optimis', 'liat', 'video', 'ini', 'disuruh', 'balik', 'skeptis', 'liat', 'uu', 'kuhap']","['udah', 'optimis', 'liat', 'video', 'disuruh', 'skeptis', 'liat', 'uu', 'kuhap']",udah optimis liat video disuruh skeptis liat uu kuhap,2,Positive
181,2025-11-19T04:30:45Z,@sandengamar3926,Saya yg ada di Jatim setuju sekali,Saya yg ada di Jatim setuju sekali,saya yg ada di jatim setuju sekali,saya yang ada di jatim setuju sekali,"['saya', 'yang', 'ada', 'di', 'jatim', 'setuju', 'sekali']","['jatim', 'setuju']",jatim setuju,2,Positive
182,2025-11-19T01:42:18Z,@riodunggio8566,berarti ndak ada uang koin lagi dong,berarti ndak ada uang koin lagi dong,berarti ndak ada uang koin lagi dong,berarti ndak ada uang koin lagi dong,"['berarti', 'ndak', 'ada', 'uang', 'koin', 'lagi', 'dong']","['ndak', 'uang', 'koin']",ndak uang koin,1,Neutral
183,2025-11-19T05:53:44Z,@vrysterfrozenhell7166,"Harusnya ada, pake sistem koin sen nanti",Harusnya ada pake sistem koin sen nanti,harusnya ada pake sistem koin sen nanti,harusnya ada pake sistem koin sen nanti,"['harusnya', 'ada', 'pake', 'sistem', 'koin', 'sen', 'nanti']","['pake', 'sistem', 'koin', 'sen']",pake sistem koin sen,1,Neutral
184,2025-11-19T01:40:00Z,@IkrimaBatubara,"Masalah negara tercinta ini adalah koruptor bang,, ji klu di rumah itu bnyk tikus, ampun dah, habis semua di gerogoti, syukur ada brand pembasmi hama tikus yaitu Rakyat Pembasmi Tikus atau di kenal RPT, rumah jadi bersih dan ga ada rugi, tabungan ku naik 99%, jajan anak bertambah, bli suplemen anak jd murah, trus anak anak jd cerdas 🙏🏻🤭",Masalah negara tercinta ini adalah koruptor bang ji klu di rumah itu bnyk tikus ampun dah habis semua di gerogoti syukur ada brand pembasmi hama tikus yaitu Rakyat Pembasmi Tikus atau di kenal RPT rumah jadi bersih dan ga ada rugi tabungan ku naik  jajan anak bertambah bli suplemen anak jd murah trus anak anak jd cerdas,masalah negara tercinta ini adalah koruptor bang ji klu di rumah itu bnyk tikus ampun dah habis semua di gerogoti syukur ada brand pembasmi hama tikus yaitu rakyat pembasmi tikus atau di kenal rpt rumah jadi bersih dan ga ada rugi tabungan ku naik  jajan anak bertambah bli suplemen anak jd murah trus anak anak jd cerdas,masalah negara tercinta ini adalah koruptor bang ji klu di rumah itu bnyk tikus ampun dah habis semua di gerogoti syukur ada brand pembasmi hama tikus yaitu rakyat pembasmi tikus atau di kenal rpt rumah jadi bersih dan tidak ada rugi tabungan ku naik jajan anak bertambah bli suplemen anak jd murah terus anak anak jd cerdas,"['masalah', 'negara', 'tercinta', 'ini', 'adalah', 'koruptor', 'bang', 'ji', 'klu', 'di', 'rumah', 'itu', 'bnyk', 'tikus', 'ampun', 'dah', 'habis', 'semua', 'di', 'gerogoti', 'syukur', 'ada', 'brand', 'pembasmi', 'hama', 'tikus', 'yaitu', 'rakyat', 'pembasmi', 'tikus', 'atau', 'di', 'kenal', 'rpt', 'rumah', 'jadi', 'bersih', 'dan', 'tidak', 'ada', 'rugi', 'tabungan', 'ku', 'naik', 'jajan', 'anak', 'bertambah', 'bli', 'suplemen', 'anak', 'jd', 'murah', 'terus', 'anak', 'anak', 'jd', 'cerdas']","['negara', 'tercinta', 'koruptor', 'bang', 'ji', 'klu', 'rumah', 'bnyk', 'tikus', 'ampun', 'dah', 'habis', 'gerogoti', 'syukur', 'brand', 'pembasmi', 'hama', 'tikus', 'rakyat', 'pembasmi', 'tikus', 'kenal', 'rpt', 'rumah', 'bersih', 'rugi', 'tabungan', 'jajan', 'anak', 'bertambah', 'bli', 'suplemen', 'anak', 'jd', 'murah', 'anak', 'anak', 'jd', 'cerdas']",negara tercinta koruptor bang ji klu rumah bnyk tikus ampun dah habis gerogoti syukur brand pembasmi hama tikus rakyat pembasmi tikus kenal rpt rumah bersih rugi tabungan jajan anak bertambah bli suplemen anak jd murah anak anak jd cerdas,2,Positive
185,2025-11-18T23:58:03Z,@BeriPutra-e6c3v,Yg menolak itu para koruptor,Yg menolak itu para koruptor,yg menolak itu para koruptor,yang menolak itu para koruptor,"['yang', 'menolak', 'itu', 'para', 'koruptor']","['menolak', 'koruptor']",menolak koruptor,0,Negative
186,2025-11-18T23:16:44Z,@AbangRiduansah,Stuju aja,Stuju aja,stuju aja,stuju aja,"['stuju', 'aja']","['stuju', 'aja']",stuju aja,1,Neutral
187,2025-11-18T23:14:44Z,@MohdFahmi-ix6te,Susan bro...99% gagal karna nilai rupiah udah terlampau lemah...hampir 17rib 1usd....,Susan bro gagal karna nilai rupiah udah terlampau lemahhampir rib usd,susan bro gagal karna nilai rupiah udah terlampau lemahhampir rib usd,susan bro gagal karna nilai rupiah udah terlampau lemahhampir rib usd,"['susan', 'bro', 'gagal', 'karna', 'nilai', 'rupiah', 'udah', 'terlampau', 'lemahhampir', 'rib', 'usd']","['susan', 'bro', 'gagal', 'karna', 'nilai', 'rupiah', 'udah', 'terlampau', 'lemahhampir', 'rib', 'usd']",susan bro gagal karna nilai rupiah udah terlampau lemahhampir rib usd,0,Negative
188,2025-11-18T22:16:13Z,@MOHAGUSMARDOTILLAH-f1t,takut juga kalo kebiasaan transfer sejita jadi seratus,takut juga kalo kebiasaan transfer sejita jadi seratus,takut juga kalo kebiasaan transfer sejita jadi seratus,takut juga kalau kebiasaan transfer sejita jadi seratus,"['takut', 'juga', 'kalau', 'kebiasaan', 'transfer', 'sejita', 'jadi', 'seratus']","['takut', 'kebiasaan', 'transfer', 'sejita', 'seratus']",takut kebiasaan transfer sejita seratus,0,Negative
189,2025-11-18T20:12:33Z,@abdulrokim-to8ip,Semoga saja terlksana redenominasi di tahun depan 2026,Semoga saja terlksana redenominasi di tahun depan,semoga saja terlksana redenominasi di tahun depan,semoga saja terlksana redenominasi di tahun depan,"['semoga', 'saja', 'terlksana', 'redenominasi', 'di', 'tahun', 'depan']","['semoga', 'terlksana', 'redenominasi']",semoga terlksana redenominasi,2,Positive
190,2025-11-18T17:36:39Z,@sfktv6675,Komentarnya lebih banyak mendukung redenominasi,Komentarnya lebih banyak mendukung redenominasi,komentarnya lebih banyak mendukung redenominasi,komentarnya lebih banyak mendukung redenominasi,"['komentarnya', 'lebih', 'banyak', 'mendukung', 'redenominasi']","['komentarnya', 'mendukung', 'redenominasi']",komentarnya mendukung redenominasi,2,Positive
191,2025-11-18T16:10:14Z,@HiburanGabut08,itu gimana bang nanti cara menghadapi inflasi pembulatan harga????? Kayaknya inflasi pembulatan harga bakal menggila,itu gimana bang nanti cara menghadapi inflasi pembulatan harga Kayaknya inflasi pembulatan harga bakal menggila,itu gimana bang nanti cara menghadapi inflasi pembulatan harga kayaknya inflasi pembulatan harga bakal menggila,itu gimana bang nanti cara menghadapi inflasi pembulatan harga kayaknya inflasi pembulatan harga bakal menggila,"['itu', 'gimana', 'bang', 'nanti', 'cara', 'menghadapi', 'inflasi', 'pembulatan', 'harga', 'kayaknya', 'inflasi', 'pembulatan', 'harga', 'bakal', 'menggila']","['gimana', 'bang', 'menghadapi', 'inflasi', 'pembulatan', 'harga', 'kayaknya', 'inflasi', 'pembulatan', 'harga', 'menggila']",gimana bang menghadapi inflasi pembulatan harga kayaknya inflasi pembulatan harga menggila,0,Negative
192,2025-11-18T15:40:57Z,@bsamad4846,. .trm ksh bang <br>abang .. tdk terlalu optimis <br>...tdk terlalu pesimis ...<br>...ya  seimbang,trm ksh bang brabang  tdk terlalu optimis brtdk terlalu pesimis brya  seimbang,trm ksh bang brabang  tdk terlalu optimis brtdk terlalu pesimis brya  seimbang,trm ksh bang brabang tidak terlalu optimis brtdk terlalu pesimis brya seimbang,"['trm', 'ksh', 'bang', 'brabang', 'tidak', 'terlalu', 'optimis', 'brtdk', 'terlalu', 'pesimis', 'brya', 'seimbang']","['trm', 'ksh', 'bang', 'brabang', 'optimis', 'brtdk', 'pesimis', 'brya', 'seimbang']",trm ksh bang brabang optimis brtdk pesimis brya seimbang,2,Positive
193,2025-11-18T15:12:20Z,@Superjob-b8n,"Коruptor mah trilyuner, kena redenom masih milyarder... Lah ojol, biasa ordernya ribuan, kena redenom lapor bini apa kagak pada kisut 😆",Коruptor mah trilyuner kena redenom masih milyarder Lah ojol biasa ordernya ribuan kena redenom lapor bini apa kagak pada kisut,коruptor mah trilyuner kena redenom masih milyarder lah ojol biasa ordernya ribuan kena redenom lapor bini apa kagak pada kisut,коruptor mah trilyuner kena redenom masih milyarder lah ojol biasa ordernya ribuan kena redenom lapor bini apa kagak pada kisut,"['коruptor', 'mah', 'trilyuner', 'kena', 'redenom', 'masih', 'milyarder', 'lah', 'ojol', 'biasa', 'ordernya', 'ribuan', 'kena', 'redenom', 'lapor', 'bini', 'apa', 'kagak', 'pada', 'kisut']","['коruptor', 'trilyuner', 'kena', 'redenom', 'milyarder', 'ojol', 'ordernya', 'ribuan', 'kena', 'redenom', 'lapor', 'bini', 'kagak', 'kisut']",коruptor trilyuner kena redenom milyarder ojol ordernya ribuan kena redenom lapor bini kagak kisut,1,Neutral
194,2025-11-18T13:56:47Z,@Andre-o8n4w,Naikin gaji UMR itu kunci keberhasilan,Naikin gaji UMR itu kunci keberhasilan,naikin gaji umr itu kunci keberhasilan,naikin gaji umr itu kunci keberhasilan,"['naikin', 'gaji', 'umr', 'itu', 'kunci', 'keberhasilan']","['naikin', 'gaji', 'umr', 'kunci', 'keberhasilan']",naikin gaji umr kunci keberhasilan,2,Positive
195,2025-11-18T13:39:32Z,@Neutronchannel23,"Bang, tolong jangan pernah jadi buzzer pemerintah. Tolong berpihaklah ke rakyat.<br>Rakyat butuh orang cerdas dan berani untuk menyampaikan suara.",Bang tolong jangan pernah jadi buzzer pemerintah Tolong berpihaklah ke rakyatbrRakyat butuh orang cerdas dan berani untuk menyampaikan suara,bang tolong jangan pernah jadi buzzer pemerintah tolong berpihaklah ke rakyatbrrakyat butuh orang cerdas dan berani untuk menyampaikan suara,bang tolong jangan pernah jadi buzzer pemerintah tolong berpihaklah ke rakyatbrrakyat butuh orang cerdas dan berani untuk menyampaikan suara,"['bang', 'tolong', 'jangan', 'pernah', 'jadi', 'buzzer', 'pemerintah', 'tolong', 'berpihaklah', 'ke', 'rakyatbrrakyat', 'butuh', 'orang', 'cerdas', 'dan', 'berani', 'untuk', 'menyampaikan', 'suara']","['bang', 'tolong', 'buzzer', 'pemerintah', 'tolong', 'berpihaklah', 'rakyatbrrakyat', 'butuh', 'orang', 'cerdas', 'berani', 'suara']",bang tolong buzzer pemerintah tolong berpihaklah rakyatbrrakyat butuh orang cerdas berani suara,2,Positive
196,2025-11-18T13:35:03Z,@HasyaHIDUP-h6x,programer menangis,programer menangis,programer menangis,programer menangis,"['programer', 'menangis']","['programer', 'menangis']",programer menangis,1,Neutral
197,2025-11-18T13:24:50Z,@Arifrahim-t6e,Jangan anda patahkan program pemerintah yang baik..Redenominasi itu sangat bagus untuk menghajar para koruptor yang menyimpan uang tunai yang jumlah tak tanggung-tanggung sampai triliunan. Selain itu sangat baik pula..untuk menghindari para pebisnis uang  palsu yang saat ini konon sangat banyak beredar.. Maupun yg disimpan,Jangan anda patahkan program pemerintah yang baikRedenominasi itu sangat bagus untuk menghajar para koruptor yang menyimpan uang tunai yang jumlah tak tanggungtanggung sampai triliunan Selain itu sangat baik pulauntuk menghindari para pebisnis uang  palsu yang saat ini konon sangat banyak beredar Maupun yg disimpan,jangan anda patahkan program pemerintah yang baikredenominasi itu sangat bagus untuk menghajar para koruptor yang menyimpan uang tunai yang jumlah tak tanggungtanggung sampai triliunan selain itu sangat baik pulauntuk menghindari para pebisnis uang  palsu yang saat ini konon sangat banyak beredar maupun yg disimpan,jangan anda patahkan program pemerintah yang baikredenominasi itu sangat bagus untuk menghajar para koruptor yang menyimpan uang tunai yang jumlah tak tanggungtanggung sampai triliunan selain itu sangat baik pulauntuk menghindari para pebisnis uang palsu yang saat ini konon sangat banyak beredar maupun yang disimpan,"['jangan', 'anda', 'patahkan', 'program', 'pemerintah', 'yang', 'baikredenominasi', 'itu', 'sangat', 'bagus', 'untuk', 'menghajar', 'para', 'koruptor', 'yang', 'menyimpan', 'uang', 'tunai', 'yang', 'jumlah', 'tak', 'tanggungtanggung', 'sampai', 'triliunan', 'selain', 'itu', 'sangat', 'baik', 'pulauntuk', 'menghindari', 'para', 'pebisnis', 'uang', 'palsu', 'yang', 'saat', 'ini', 'konon', 'sangat', 'banyak', 'beredar', 'maupun', 'yang', 'disimpan']","['patahkan', 'program', 'pemerintah', 'baikredenominasi', 'bagus', 'menghajar', 'koruptor', 'menyimpan', 'uang', 'tunai', 'tanggungtanggung', 'triliunan', 'pulauntuk', 'menghindari', 'pebisnis', 'uang', 'palsu', 'konon', 'beredar', 'disimpan']",patahkan program pemerintah baikredenominasi bagus menghajar koruptor menyimpan uang tunai tanggungtanggung triliunan pulauntuk menghindari pebisnis uang palsu konon beredar disimpan,2,Positive
198,2025-11-18T12:51:24Z,@dikzsja,"tahun 1965 itu bukan Redenominasi Boss, redenominasi itu valuenya tetap, bila sebelumnya harga 1 potong roti adalah Rp1.000 maka kemudian jadi Rp1 kita tetap mendapat roti. namun tahun 1965 Seribu rupiah bisa untuk beli Sapi, kemudian tiba tiba dijadikan 1 rupiah yang hanya bisa buat beli 1 roti, itu namanya cutting. money bukan redenominasi",tahun  itu bukan Redenominasi Boss redenominasi itu valuenya tetap bila sebelumnya harga  potong roti adalah Rp maka kemudian jadi Rp kita tetap mendapat roti namun tahun  Seribu rupiah bisa untuk beli Sapi kemudian tiba tiba dijadikan  rupiah yang hanya bisa buat beli  roti itu namanya cutting money bukan redenominasi,tahun  itu bukan redenominasi boss redenominasi itu valuenya tetap bila sebelumnya harga  potong roti adalah rp maka kemudian jadi rp kita tetap mendapat roti namun tahun  seribu rupiah bisa untuk beli sapi kemudian tiba tiba dijadikan  rupiah yang hanya bisa buat beli  roti itu namanya cutting money bukan redenominasi,tahun itu bukan redenominasi boss redenominasi itu valuenya tetap bila sebelumnya harga potong roti adalah rp maka kemudian jadi rp kita tetap mendapat roti namun tahun seribu rupiah bisa untuk beli sapi kemudian tiba tiba dijadikan rupiah yang hanya bisa buat beli roti itu namanya cutting money bukan redenominasi,"['tahun', 'itu', 'bukan', 'redenominasi', 'boss', 'redenominasi', 'itu', 'valuenya', 'tetap', 'bila', 'sebelumnya', 'harga', 'potong', 'roti', 'adalah', 'rp', 'maka', 'kemudian', 'jadi', 'rp', 'kita', 'tetap', 'mendapat', 'roti', 'namun', 'tahun', 'seribu', 'rupiah', 'bisa', 'untuk', 'beli', 'sapi', 'kemudian', 'tiba', 'tiba', 'dijadikan', 'rupiah', 'yang', 'hanya', 'bisa', 'buat', 'beli', 'roti', 'itu', 'namanya', 'cutting', 'money', 'bukan', 'redenominasi']","['redenominasi', 'boss', 'redenominasi', 'valuenya', 'harga', 'potong', 'roti', 'rp', 'rp', 'roti', 'seribu', 'rupiah', 'beli', 'sapi', 'dijadikan', 'rupiah', 'beli', 'roti', 'namanya', 'cutting', 'money', 'redenominasi']",redenominasi boss redenominasi valuenya harga potong roti rp rp roti seribu rupiah beli sapi dijadikan rupiah beli roti namanya cutting money redenominasi,2,Positive
199,2025-11-18T12:43:27Z,@AUprojec,Kalau redenominasi ini gagal bererti presiden nya mental nya masi antek tikus tikus elit,Kalau redenominasi ini gagal bererti presiden nya mental nya masi antek tikus tikus elit,kalau redenominasi ini gagal bererti presiden nya mental nya masi antek tikus tikus elit,kalau redenominasi ini gagal bererti presiden nya mental nya masih antek tikus tikus elit,"['kalau', 'redenominasi', 'ini', 'gagal', 'bererti', 'presiden', 'nya', 'mental', 'nya', 'masih', 'antek', 'tikus', 'tikus', 'elit']","['redenominasi', 'gagal', 'bererti', 'presiden', 'mental', 'antek', 'tikus', 'tikus', 'elit']",redenominasi gagal bererti presiden mental antek tikus tikus elit,0,Negative
200,2025-11-18T12:28:49Z,@SaiduripsaidSaid,"Gk usah takut Redominisasi nilai&#39;e gk akan berkurang,,,cuma mengurangi 0&#39;e az semua pasti udh d perhitungkan dgn baik n seksama oleh menkeu pak purbaya...yg penting d sosialisasikan k masyarakar n,,,d lakukan d kala Inflasi lagi turun bukan lagi tinggi seperti yg d lakukan zimbabwe,,,gk harus ada yg d takutin dukung az pemerintahan tuk memajukan ekonomi...",Gk usah takut Redominisasi nilaie gk akan berkurangcuma mengurangi e az semua pasti udh d perhitungkan dgn baik n seksama oleh menkeu pak purbayayg penting d sosialisasikan k masyarakar nd lakukan d kala Inflasi lagi turun bukan lagi tinggi seperti yg d lakukan zimbabwegk harus ada yg d takutin dukung az pemerintahan tuk memajukan ekonomi,gk usah takut redominisasi nilaie gk akan berkurangcuma mengurangi e az semua pasti udh d perhitungkan dgn baik n seksama oleh menkeu pak purbayayg penting d sosialisasikan k masyarakar nd lakukan d kala inflasi lagi turun bukan lagi tinggi seperti yg d lakukan zimbabwegk harus ada yg d takutin dukung az pemerintahan tuk memajukan ekonomi,gk usah takut redominisasi nilaie gk akan berkurangcuma mengurangi e az semua pasti udh di perhitungkan dengan baik n seksama oleh menkeu pak purbayayg penting di sosialisasikan k masyarakar nd lakukan di kala inflasi lagi turun bukan lagi tinggi seperti yang di lakukan zimbabwegk harus ada yang di takutin dukung az pemerintahan tuk memajukan ekonomi,"['gk', 'usah', 'takut', 'redominisasi', 'nilaie', 'gk', 'akan', 'berkurangcuma', 'mengurangi', 'e', 'az', 'semua', 'pasti', 'udh', 'di', 'perhitungkan', 'dengan', 'baik', 'n', 'seksama', 'oleh', 'menkeu', 'pak', 'purbayayg', 'penting', 'di', 'sosialisasikan', 'k', 'masyarakar', 'nd', 'lakukan', 'di', 'kala', 'inflasi', 'lagi', 'turun', 'bukan', 'lagi', 'tinggi', 'seperti', 'yang', 'di', 'lakukan', 'zimbabwegk', 'harus', 'ada', 'yang', 'di', 'takutin', 'dukung', 'az', 'pemerintahan', 'tuk', 'memajukan', 'ekonomi']","['takut', 'redominisasi', 'nilaie', 'berkurangcuma', 'mengurangi', 'e', 'az', 'udh', 'perhitungkan', 'n', 'seksama', 'menkeu', 'purbayayg', 'sosialisasikan', 'k', 'masyarakar', 'nd', 'lakukan', 'inflasi', 'turun', 'lakukan', 'zimbabwegk', 'takutin', 'dukung', 'az', 'pemerintahan', 'tuk', 'memajukan', 'ekonomi']",takut redominisasi nilaie berkurangcuma mengurangi e az udh perhitungkan n seksama menkeu purbayayg sosialisasikan k masyarakar nd lakukan inflasi turun lakukan zimbabwegk takutin dukung az pemerintahan tuk memajukan ekonomi,2,Positive
201,2025-11-18T11:32:55Z,@azisbayu3807,bukanya dari BI ya?,bukanya dari BI ya,bukanya dari bi ya,bukanya dari bi ya,"['bukanya', 'dari', 'bi', 'ya']","['bukanya', 'bi']",bukanya bi,1,Neutral
202,2025-11-18T11:27:47Z,@IhsanTheDreams,Dulu gagal karena alutsista militer,Dulu gagal karena alutsista militer,dulu gagal karena alutsista militer,dulu gagal karena alutsista militer,"['dulu', 'gagal', 'karena', 'alutsista', 'militer']","['gagal', 'alutsista', 'militer']",gagal alutsista militer,0,Negative
203,2025-11-18T11:04:26Z,@zuu0858,PERTAMA...<br>GANTI BAHLIL 😂 GA GUNA,PERTAMAbrGANTI BAHLIL  GA GUNA,pertamabrganti bahlil  ga guna,pertamabrganti bahlil tidak guna,"['pertamabrganti', 'bahlil', 'tidak', 'guna']","['pertamabrganti', 'bahlil']",pertamabrganti bahlil,1,Neutral
204,2025-11-18T10:53:27Z,@bapakpandu7908,"Lebih bail gak usah , udah ini lamjotkan aja apa adanya.",Lebih bail gak usah  udah ini lamjotkan aja apa adanya,lebih bail gak usah  udah ini lamjotkan aja apa adanya,lebih bail tidak usah udah ini lamjotkan aja apa adanya,"['lebih', 'bail', 'tidak', 'usah', 'udah', 'ini', 'lamjotkan', 'aja', 'apa', 'adanya']","['bail', 'udah', 'lamjotkan', 'aja']",bail udah lamjotkan aja,1,Neutral
205,2025-11-18T09:35:39Z,@RoniStudio,"Sedikit tambahan Kak Raymond China, manfaatnya bukan sekadar tiga hal yang anda sampaikan, Branding mata uang, Kepercayaan, Efisiensi, ada satu hal yang Anda lupa pikirkan, ada uang gelap para koruptor, proses redenominasi bisa memiliki efek tidak langsung terhadap koruptor yang menyimpan uang hasil korupsi dalam bentuk cash. Selama periode transisi (biasanya beberapa bulan atau tahun), uang lama harus ditukar dengan uang baru melalui lembaga resmi seperti bank. Hal ini memaksa pemilik uang tunai dalam jumlah besar untuk melakukan transaksi yang dapat dipantau oleh otoritas keuangan, seperti Bank Indonesia atau PPATK (Pusat Pelaporan dan Analisis Transaksi Keuangan). Jika transaksi mencurigakan terdeteksi—misalnya karena jumlahnya melebihi batas normal atau tidak bisa dijelaskan sumbernya—maka bisa memicu investigasi korupsi atau pencucian uang.",Sedikit tambahan Kak Raymond China manfaatnya bukan sekadar tiga hal yang anda sampaikan Branding mata uang Kepercayaan Efisiensi ada satu hal yang Anda lupa pikirkan ada uang gelap para koruptor proses redenominasi bisa memiliki efek tidak langsung terhadap koruptor yang menyimpan uang hasil korupsi dalam bentuk cash Selama periode transisi biasanya beberapa bulan atau tahun uang lama harus ditukar dengan uang baru melalui lembaga resmi seperti bank Hal ini memaksa pemilik uang tunai dalam jumlah besar untuk melakukan transaksi yang dapat dipantau oleh otoritas keuangan seperti Bank Indonesia atau PPATK Pusat Pelaporan dan Analisis Transaksi Keuangan Jika transaksi mencurigakan terdeteksimisalnya karena jumlahnya melebihi batas normal atau tidak bisa dijelaskan sumbernyamaka bisa memicu investigasi korupsi atau pencucian uang,sedikit tambahan kak raymond china manfaatnya bukan sekadar tiga hal yang anda sampaikan branding mata uang kepercayaan efisiensi ada satu hal yang anda lupa pikirkan ada uang gelap para koruptor proses redenominasi bisa memiliki efek tidak langsung terhadap koruptor yang menyimpan uang hasil korupsi dalam bentuk cash selama periode transisi biasanya beberapa bulan atau tahun uang lama harus ditukar dengan uang baru melalui lembaga resmi seperti bank hal ini memaksa pemilik uang tunai dalam jumlah besar untuk melakukan transaksi yang dapat dipantau oleh otoritas keuangan seperti bank indonesia atau ppatk pusat pelaporan dan analisis transaksi keuangan jika transaksi mencurigakan terdeteksimisalnya karena jumlahnya melebihi batas normal atau tidak bisa dijelaskan sumbernyamaka bisa memicu investigasi korupsi atau pencucian uang,sedikit tambahan kak raymond china manfaatnya bukan sekadar tiga hal yang anda sampaikan branding mata uang kepercayaan efisiensi ada satu hal yang anda lupa pikirkan ada uang gelap para koruptor proses redenominasi bisa memiliki efek tidak langsung terhadap koruptor yang menyimpan uang hasil korupsi dalam bentuk cash selama periode transisi biasanya beberapa bulan atau tahun uang lama harus ditukar dengan uang baru melalui lembaga resmi seperti bank hal ini memaksa pemilik uang tunai dalam jumlah besar untuk melakukan transaksi yang dapat dipantau oleh otoritas keuangan seperti bank indonesia atau ppatk pusat pelaporan dan analisis transaksi keuangan jika transaksi mencurigakan terdeteksimisalnya karena jumlahnya melebihi batas normal atau tidak bisa dijelaskan sumbernyamaka bisa memicu investigasi korupsi atau pencucian uang,"['sedikit', 'tambahan', 'kak', 'raymond', 'china', 'manfaatnya', 'bukan', 'sekadar', 'tiga', 'hal', 'yang', 'anda', 'sampaikan', 'branding', 'mata', 'uang', 'kepercayaan', 'efisiensi', 'ada', 'satu', 'hal', 'yang', 'anda', 'lupa', 'pikirkan', 'ada', 'uang', 'gelap', 'para', 'koruptor', 'proses', 'redenominasi', 'bisa', 'memiliki', 'efek', 'tidak', 'langsung', 'terhadap', 'koruptor', 'yang', 'menyimpan', 'uang', 'hasil', 'korupsi', 'dalam', 'bentuk', 'cash', 'selama', 'periode', 'transisi', 'biasanya', 'beberapa', 'bulan', 'atau', 'tahun', 'uang', 'lama', 'harus', 'ditukar', 'dengan', 'uang', 'baru', 'melalui', 'lembaga', 'resmi', 'seperti', 'bank', 'hal', 'ini', 'memaksa', 'pemilik', 'uang', 'tunai', 'dalam', 'jumlah', 'besar', 'untuk', 'melakukan', 'transaksi', 'yang', 'dapat', 'dipantau', 'oleh', 'otoritas', 'keuangan', 'seperti', 'bank', 'indonesia', 'atau', 'ppatk', 'pusat', 'pelaporan', 'dan', 'analisis', 'transaksi', 'keuangan', 'jika', 'transaksi', 'mencurigakan', 'terdeteksimisalnya', 'karena', 'jumlahnya', 'melebihi', 'batas', 'normal', 'atau', 'tidak', 'bisa', 'dijelaskan', 'sumbernyamaka', 'bisa', 'memicu', 'investigasi', 'korupsi', 'atau', 'pencucian', 'uang']","['tambahan', 'kak', 'raymond', 'china', 'manfaatnya', 'branding', 'mata', 'uang', 'kepercayaan', 'efisiensi', 'lupa', 'pikirkan', 'uang', 'gelap', 'koruptor', 'proses', 'redenominasi', 'memiliki', 'efek', 'langsung', 'koruptor', 'menyimpan', 'uang', 'hasil', 'korupsi', 'bentuk', 'cash', 'periode', 'transisi', 'uang', 'ditukar', 'uang', 'lembaga', 'resmi', 'bank', 'memaksa', 'pemilik', 'uang', 'tunai', 'transaksi', 'dipantau', 'otoritas', 'keuangan', 'bank', 'indonesia', 'ppatk', 'pusat', 'pelaporan', 'analisis', 'transaksi', 'keuangan', 'transaksi', 'mencurigakan', 'terdeteksimisalnya', 'melebihi', 'batas', 'normal', 'sumbernyamaka', 'memicu', 'investigasi', 'korupsi', 'pencucian', 'uang']",tambahan kak raymond china manfaatnya branding mata uang kepercayaan efisiensi lupa pikirkan uang gelap koruptor proses redenominasi memiliki efek langsung koruptor menyimpan uang hasil korupsi bentuk cash periode transisi uang ditukar uang lembaga resmi bank memaksa pemilik uang tunai transaksi dipantau otoritas keuangan bank indonesia ppatk pusat pelaporan analisis transaksi keuangan transaksi mencurigakan terdeteksimisalnya melebihi batas normal sumbernyamaka memicu investigasi korupsi pencucian uang,2,Positive
